Speaker,filename,Group,Vowel,utts_vow,F1,F2
hillary,h55.8,h55,o:,hillary:h55.8_o:,488.4913013,925.9284189
hillary,h55.8,h55,i:,hillary:h55.8_i:,297.7014139,2169.960147
hillary,h55.8,h55,E,hillary:h55.8_E,739.337092,1796.151733
hillary,h55.8,h55,E,hillary:h55.8_E,537.1769802,1665.15219
hillary,h55.8,h55,O,hillary:h55.8_O,723.7141489,1044.936904
hillary,h55.8,h55,O,hillary:h55.8_O,826.4831093,1007.206758
hillary,h7201,h72,O,hillary:h7201_O,837.8506782,1205.58852
hillary,h7201,h72,u:,hillary:h7201_u:,334.7920981,1682.115448
hillary,h7201,h72,i:,hillary:h7201_i:,305.9093863,2250.409259
hillary,h7201,h72,A,hillary:h7201_A,662.6050617,1529.961257
hillary,h7201,h72,O,hillary:h7201_O,761.5354165,1119.756734
hillary,h7201,h72,@:,hillary:h7201_@:,379.6371652,1474.589705
hillary,h7201,h72,A,hillary:h7201_A,664.0596844,1568.30544
hillary,h7201,h72,A,hillary:h7201_A,704.8749733,1539.133898
hillary,h7201,h72,O,hillary:h7201_O,827.3522258,1132.772593
hillary,h7201,h72,A,hillary:h7201_A,828.6138438,1641.13469
hillary,h7201,h72,o:,hillary:h7201_o:,361.9146355,848.2950963
hillary,h7201,h72,E,hillary:h7201_E,391.1586283,1648.141286
hillary,h7201,h72,u:,hillary:h7201_u:,316.8742749,1753.139222
hillary,h7201,h72,V,hillary:h7201_V,905.1228808,1239.545496
hillary,h7201,h72,i:,hillary:h7201_i:,308.0341037,1965.567481
hillary,h7201,h72,E,hillary:h7201_E,386.4418969,1591.250997
hillary,h7201,h72,V,hillary:h7201_V,768.0958233,1103.723013
hillary,h7201,h72,A,hillary:h7201_A,819.5808316,1572.795527
hillary,h7201,h72,a:,hillary:h7201_a:,816.7229015,1258.329155
hillary,h7201,h72,a:,hillary:h7201_a:,918.3143676,1188.545889
hillary,h7202,h72,O,hillary:h7202_O,858.2305281,1106.83846
hillary,h7202,h72,o:,hillary:h7202_o:,294.6905064,926.3205002
hillary,h7202,h72,E,hillary:h7202_E,623.1645232,1673.16176
hillary,h7202,h72,i:,hillary:h7202_i:,294.5222228,2252.889267
hillary,h7202,h72,a:,hillary:h7202_a:,897.7699708,1293.412354
hillary,h7202,h72,A,hillary:h7202_A,276.0902632,1537.810307
hillary,h7202,h72,A,hillary:h7202_A,818.5732971,1489.332443
hillary,h7202,h72,a:,hillary:h7202_a:,871.4556574,1318.065571
hillary,h7202,h72,E,hillary:h7202_E,373.503413,1396.640682
hillary,h7202,h72,E,hillary:h7202_E,461.0247989,1572.882398
hillary,h7203,h72,i:,hillary:h7203_i:,318.1297313,2040.944666
hillary,h7203,h72,A,hillary:h7203_A,567.9460935,2030.007844
hillary,h7203,h72,A,hillary:h7203_A,643.7375925,1424.406768
hillary,h7203,h72,@:,hillary:h7203_@:,402.8461957,1452.10855
hillary,h7203,h72,E,hillary:h7203_E,296.5440684,1594.537298
hillary,h7203,h72,V,hillary:h7203_V,825.901936,1306.475389
hillary,h7203,h72,V,hillary:h7203_V,750.0771443,1210.475755
hillary,h7203,h72,i:,hillary:h7203_i:,283.7758541,2131.461285
hillary,h7203,h72,A,hillary:h7203_A,688.4558418,1585.387526
hillary,h7203,h72,A,hillary:h7203_A,768.2173512,1570.650617
hillary,h7206a,h72,V,hillary:h7206a_V,824.2489528,1316.985318
hillary,h7206a,h72,O,hillary:h7206a_O,863.9117051,1017.164927
hillary,h7206a,h72,E,hillary:h7206a_E,251.3248987,2168.388917
hillary,h7206a,h72,i:,hillary:h7206a_i:,221.9029927,2445.253128
hillary,h7206a,h72,o:,hillary:h7206a_o:,404.3768383,804.0759837
hillary,h7206a,h72,i:,hillary:h7206a_i:,308.9721405,1990.255908
hillary,h7206a,h72,O,hillary:h7206a_O,677.1843974,1038.820662
hillary,h7206a,h72,E,hillary:h7206a_E,271.0235058,1421.069754
hillary,h7207b,h72,A,hillary:h7207b_A,628.6987795,1597.852947
hillary,h7207b,h72,E,hillary:h7207b_E,446.2105723,1516.911783
hillary,h7207b,h72,o:,hillary:h7207b_o:,273.3577486,837.2728218
hillary,h7207b,h72,E,hillary:h7207b_E,345.0624667,1833.600457
hillary,h7207b,h72,A,hillary:h7207b_A,552.1965927,1542.002788
hillary,h7207b,h72,E,hillary:h7207b_E,625.1593598,1733.113539
hillary,h7207b,h72,V,hillary:h7207b_V,793.4630083,1322.600913
hillary,h7207b,h72,A,hillary:h7207b_A,852.9031107,1418.233475
hillary,h7207b,h72,i:,hillary:h7207b_i:,255.418959,2242.671838
hillary,h7208a,h72,A,hillary:h7208a_A,779.8237424,1515.209496
hillary,h7208a,h72,U,hillary:h7208a_U,327.7879853,821.8000917
hillary,h7208a,h72,E,hillary:h7208a_E,419.2806945,1689.531342
hillary,h7208a,h72,A,hillary:h7208a_A,533.1975106,1568.241469
hillary,h7208a,h72,A,hillary:h7208a_A,692.3693062,1458.019935
hillary,h7208a,h72,i:,hillary:h7208a_i:,293.1635635,2173.725248
hillary,h7208a,h72,U,hillary:h7208a_U,329.5422676,882.9084067
hillary,h7208a,h72,o:,hillary:h7208a_o:,268.0350089,835.9292868
hillary,h7208a,h72,O,hillary:h7208a_O,679.2949079,877.219009
hillary,h7208a,h72,o:,hillary:h7208a_o:,330.9473247,879.7016673
hillary,h7208b,h72,a:,hillary:h7208b_a:,826.0339751,1348.517737
hillary,h7208b,h72,U,hillary:h7208b_U,329.3748007,849.8824113
hillary,h7208b,h72,V,hillary:h7208b_V,867.4225541,1379.172409
hillary,h7208b,h72,i:,hillary:h7208b_i:,309.9291157,1976.666815
hillary,h7208b,h72,u:,hillary:h7208b_u:,353.4569895,1564.677292
hillary,h7208b,h72,A,hillary:h7208b_A,777.5090055,1620.53787
hillary,h7209a,h72,a:,hillary:h7209a_a:,876.0502167,1449.207031
hillary,h7209a,h72,E,hillary:h7209a_E,308.0635818,1573.753489
hillary,h7209a,h72,u:,hillary:h7209a_u:,367.6245714,1510.063883
hillary,h7209a,h72,u:,hillary:h7209a_u:,307.3584515,1687.378202
hillary,h7209a,h72,O,hillary:h7209a_O,786.6159001,1017.341786
hillary,h7209a,h72,i:,hillary:h7209a_i:,200.708101,2355.910009
hillary,h7209a,h72,o:,hillary:h7209a_o:,383.976511,807.200069
hillary,h7209a,h72,E,hillary:h7209a_E,347.4679335,1708.019709
hillary,h7209a,h72,i:,hillary:h7209a_i:,224.6475808,2056.54795
hillary,h7209b,h72,o:,hillary:h7209b_o:,382.0725785,820.2356097
hillary,h7209b,h72,I,hillary:h7209b_I,262.5403732,1898.403731
hillary,h7209b,h72,i:,hillary:h7209b_i:,351.0534447,2099.12335
hillary,h7209b,h72,o:,hillary:h7209b_o:,404.9044569,857.1160715
hillary,h7209b,h72,A,hillary:h7209b_A,616.7933466,1549.928299
hillary,h7209b,h72,I,hillary:h7209b_I,236.0546093,2392.468956
hillary,h7209b,h72,i:,hillary:h7209b_i:,290.6530744,2108.557111
hillary,h7209b,h72,O,hillary:h7209b_O,746.6310854,1032.400354
hillary,h7209b,h72,i:,hillary:h7209b_i:,284.2752218,2095.771896
hillary,h7209b,h72,O,hillary:h7209b_O,782.1884343,1068.762174
hillary,h7209b,h72,i:,hillary:h7209b_i:,288.6069065,1990.466964
hillary,h7209b,h72,i:,hillary:h7209b_i:,267.518339,2198.854219
hillary,h7209b,h72,i:,hillary:h7209b_i:,289.5770241,2135.631864
hillary,h7210b,h72,V,hillary:h7210b_V,760.9075752,1289.560758
hillary,h7210b,h72,i:,hillary:h7210b_i:,243.5311974,2515.244922
hillary,h7210b,h72,a:,hillary:h7210b_a:,820.5373306,1361.929288
hillary,h7210b,h72,i:,hillary:h7210b_i:,329.2057695,1982.763866
hillary,h7210b,h72,a:,hillary:h7210b_a:,793.5890508,1351.643595
hillary,h7211a,h72,i:,hillary:h7211a_i:,271.4630037,2092.816956
hillary,h7211a,h72,@:,hillary:h7211a_@:,476.7372205,1533.235334
hillary,h7211a,h72,I,hillary:h7211a_I,222.0060795,1985.81542
hillary,h7211a,h72,i:,hillary:h7211a_i:,268.2703407,2144.20967
hillary,h7211b,h72,A,hillary:h7211b_A,832.4119578,1450.814669
hillary,h7211b,h72,E,hillary:h7211b_E,281.1425426,1785.691623
hillary,h7211b,h72,i:,hillary:h7211b_i:,288.9336929,2042.955223
hillary,h7211b,h72,U,hillary:h7211b_U,322.8794197,912.6964031
hillary,h7211b,h72,A,hillary:h7211b_A,531.1065671,1652.763957
hillary,h7211b,h72,O,hillary:h7211b_O,760.2172541,913.4897562
hillary,h7211b,h72,V,hillary:h7211b_V,798.9677838,1281.372082
hillary,h7211b,h72,o:,hillary:h7211b_o:,369.1742012,860.1755379
hillary,h7211b,h72,o:,hillary:h7211b_o:,367.8204841,974.614483
hillary,h7211b,h72,a:,hillary:h7211b_a:,823.166583,1321.499952
hillary,h7211b,h72,A,hillary:h7211b_A,745.162663,1657.868847
hillary,h7211b,h72,E,hillary:h7211b_E,354.917767,1689.465687
hillary,h7211b,h72,o:,hillary:h7211b_o:,380.3503873,915.0555659
hillary,h7212a,h72,i:,hillary:h7212a_i:,313.3834447,1912.987513
hillary,h7212a,h72,U,hillary:h7212a_U,390.6148954,903.7826608
hillary,h7212a,h72,i:,hillary:h7212a_i:,233.9336987,2541.091431
hillary,h7212a,h72,U,hillary:h7212a_U,346.2171829,1269.728706
hillary,h7212a,h72,o:,hillary:h7212a_o:,360.3461499,907.6475495
hillary,h7212a,h72,A,hillary:h7212a_A,672.9028364,1583.1185
hillary,h7212a,h72,A,hillary:h7212a_A,826.084216,1632.475597
hillary,h7212a,h72,o:,hillary:h7212a_o:,357.3776318,843.6905232
hillary,h7213a,h72,E,hillary:h7213a_E,1255.205489,1865.267753
hillary,h7213a,h72,O,hillary:h7213a_O,672.0696911,1168.798246
hillary,h7213a,h72,u:,hillary:h7213a_u:,278.8758638,2019.057654
hillary,h7213a,h72,a:,hillary:h7213a_a:,831.277243,1252.04407
hillary,h7213a,h72,@:,hillary:h7213a_@:,376.3992329,1546.320323
hillary,h7213a,h72,E,hillary:h7213a_E,439.6455623,1374.335293
hillary,h7213a,h72,E,hillary:h7213a_E,406.6050693,1769.23214
hillary,h7213b,h72,E,hillary:h7213b_E,279.9550396,2222.952422
hillary,h7213b,h72,U,hillary:h7213b_U,239.5729617,1540.968323
hillary,h7213b,h72,V,hillary:h7213b_V,610.7436418,1379.476361
hillary,h7213b,h72,a:,hillary:h7213b_a:,922.0030107,1413.514763
hillary,h7214b,h72,O,hillary:h7214b_O,874.9139879,1105.401836
hillary,h7214b,h72,i:,hillary:h7214b_i:,300.4874903,2106.716859
hillary,h7214b,h72,V,hillary:h7214b_V,830.2777317,1308.183849
hillary,h7214b,h72,a:,hillary:h7214b_a:,821.2311498,1282.649277
hillary,h7214b,h72,O,hillary:h7214b_O,830.2341738,1178.337914
hillary,h7214b,h72,@:,hillary:h7214b_@:,435.9420322,1467.460333
hillary,h7214b,h72,E,hillary:h7214b_E,401.0594838,1538.526036
hillary,h7215a,h72,u:,hillary:h7215a_u:,283.7746208,1554.869727
hillary,h7215a,h72,i:,hillary:h7215a_i:,300.7447154,2129.172563
hillary,h7215a,h72,V,hillary:h7215a_V,669.133846,1228.356206
hillary,h7215a,h72,i:,hillary:h7215a_i:,307.8192391,2061.995473
hillary,h7215a,h72,a:,hillary:h7215a_a:,801.657022,1331.040109
hillary,h7215a,h72,E,hillary:h7215a_E,445.1317446,1462.062415
hillary,h7215a,h72,i:,hillary:h7215a_i:,283.4384275,2109.003498
hillary,h7215a,h72,u:,hillary:h7215a_u:,282.9343277,1479.394702
hillary,h7215a,h72,u:,hillary:h7215a_u:,310.8872599,1686.453794
hillary,h7215b,h72,u:,hillary:h7215b_u:,299.7527807,1706.775297
hillary,h7215b,h72,A,hillary:h7215b_A,474.718556,1599.00032
hillary,h7215b,h72,O,hillary:h7215b_O,744.4524081,1101.198397
hillary,h7215b,h72,A,hillary:h7215b_A,469.0525299,1562.235763
hillary,h7215b,h72,A,hillary:h7215b_A,774.0084772,1498.671575
hillary,h7215b,h72,o:,hillary:h7215b_o:,345.7917998,903.7612535
hillary,h7215b,h72,o:,hillary:h7215b_o:,366.9295421,913.5553049
hillary,h7215b,h72,V,hillary:h7215b_V,801.2739465,1260.965135
hillary,h7215b,h72,u:,hillary:h7215b_u:,279.9075422,1719.808937
hillary,h7215b,h72,E,hillary:h7215b_E,367.7779021,1774.277541
hillary,h7215b,h72,a:,hillary:h7215b_a:,758.9193522,1261.432513
hillary,h7216a,h72,O,hillary:h7216a_O,620.7586077,951.9913664
hillary,h7216a,h72,o:,hillary:h7216a_o:,410.9526099,852.5170147
hillary,h7216a,h72,E,hillary:h7216a_E,236.8989254,1590.486094
hillary,h7216a,h72,i:,hillary:h7216a_i:,250.194715,2156.005834
hillary,h7216a,h72,O,hillary:h7216a_O,787.6308897,899.2911504
hillary,h7216a,h72,i:,hillary:h7216a_i:,321.7943662,1966.684781
hillary,h7216a,h72,i:,hillary:h7216a_i:,302.785979,2214.614782
hillary,h7216a,h72,o:,hillary:h7216a_o:,395.7786994,873.0572307
hillary,h7217a,h72,i:,hillary:h7217a_i:,287.4093298,2131.988136
hillary,h7217a,h72,i:,hillary:h7217a_i:,329.4459272,2121.017996
hillary,h7217a,h72,V,hillary:h7217a_V,254.2176047,1343.142613
hillary,h7217a,h72,i:,hillary:h7217a_i:,293.8589506,2276.412527
hillary,h7217a,h72,i:,hillary:h7217a_i:,292.1394303,2234.52928
hillary,h7217a,h72,o:,hillary:h7217a_o:,355.6106117,943.7624891
hillary,h7217a,h72,I,hillary:h7217a_I,244.9001387,1639.809726
hillary,h7217b,h72,E,hillary:h7217b_E,318.4311846,1891.828764
hillary,h7217b,h72,u:,hillary:h7217b_u:,314.5247607,1667.921821
hillary,h7217b,h72,O,hillary:h7217b_O,775.6642833,1102.268347
hillary,h7217b,h72,A,hillary:h7217b_A,850.4672203,1599.353804
hillary,h7217b,h72,V,hillary:h7217b_V,850.6024575,1383.80812
hillary,h7217b,h72,O,hillary:h7217b_O,729.2016186,1114.560122
hillary,h7217b,h72,u:,hillary:h7217b_u:,314.4391457,1553.459221
hillary,h7217b,h72,A,hillary:h7217b_A,730.5108284,1563.517099
hillary,h7217b,h72,A,hillary:h7217b_A,739.8646811,1723.856855
hillary,h7217b,h72,i:,hillary:h7217b_i:,296.8841861,2148.102386
hillary,h7217b,h72,@:,hillary:h7217b_@:,307.1826808,1502.505089
hillary,h7217b,h72,i:,hillary:h7217b_i:,299.6912838,2077.493842
hillary,h7217b,h72,I,hillary:h7217b_I,318.2595722,1572.111386
hillary,h7218a,h72,E,hillary:h7218a_E,477.0669866,1445.569862
hillary,h7218a,h72,a:,hillary:h7218a_a:,902.3846215,1346.16482
hillary,h7218a,h72,O,hillary:h7218a_O,641.3159571,1137.694046
hillary,h7218a,h72,E,hillary:h7218a_E,280.2431705,1902.397414
hillary,h7218a,h72,E,hillary:h7218a_E,278.1789166,1959.43207
hillary,h7218b,h72,i:,hillary:h7218b_i:,285.7930299,2177.330122
hillary,h7218b,h72,V,hillary:h7218b_V,942.5485768,1358.97977
hillary,h7218b,h72,O,hillary:h7218b_O,1149.570957,1970.844041
hillary,h7218b,h72,V,hillary:h7218b_V,832.5854468,1302.972918
hillary,h7218b,h72,O,hillary:h7218b_O,789.2418773,1093.907267
hillary,h7218b,h72,o:,hillary:h7218b_o:,376.778021,761.1393454
hillary,h7218b,h72,o:,hillary:h7218b_o:,368.8302288,774.5160469
hillary,h7218b,h72,V,hillary:h7218b_V,863.0394381,1257.714549
hillary,h7218b,h72,@:,hillary:h7218b_@:,391.0724234,1482.925784
hillary,h7218b,h72,u:,hillary:h7218b_u:,305.6009481,1697.947484
hillary,h7219a,h72,V,hillary:h7219a_V,870.7653521,1381.358193
hillary,h7219a,h72,O,hillary:h7219a_O,639.5994148,1029.262457
hillary,h7219a,h72,o:,hillary:h7219a_o:,365.8124396,883.983767
hillary,h7219a,h72,A,hillary:h7219a_A,637.7850346,1650.355223
hillary,h7219a,h72,V,hillary:h7219a_V,884.2275925,1294.55168
hillary,h7219a,h72,E,hillary:h7219a_E,274.6866937,1770.241175
hillary,h7219a,h72,O,hillary:h7219a_O,688.0145401,1230.163183
hillary,h7219a,h72,E,hillary:h7219a_E,223.444242,2508.143915
hillary,h7219a,h72,O,hillary:h7219a_O,701.4281927,1041.563483
hillary,h7219a,h72,o:,hillary:h7219a_o:,369.5149031,825.6268827
hillary,h7219a,h72,A,hillary:h7219a_A,791.2655379,1572.754309
hillary,h7219a,h72,A,hillary:h7219a_A,790.3558772,1429.872644
hillary,h7219b,h72,i:,hillary:h7219b_i:,331.1295243,2045.531281
hillary,h7219b,h72,I,hillary:h7219b_I,287.065128,1517.404512
hillary,h7219b,h72,E,hillary:h7219b_E,356.8550389,1866.772642
hillary,h7219b,h72,i:,hillary:h7219b_i:,313.7471399,2116.825319
hillary,h7219b,h72,E,hillary:h7219b_E,355.7888433,1594.33497
hillary,h7219b,h72,i:,hillary:h7219b_i:,309.8026714,1945.987761
hillary,h7219b,h72,E,hillary:h7219b_E,430.7328124,1644.114634
hillary,h7219b,h72,O,hillary:h7219b_O,733.906193,1130.559412
hillary,h7219b,h72,A,hillary:h7219b_A,740.3244214,1563.978289
hillary,h7219b,h72,i:,hillary:h7219b_i:,323.5338934,1997.588582
hillary,h7219b,h72,@:,hillary:h7219b_@:,380.7835662,1519.786507
hillary,h7219b,h72,V,hillary:h7219b_V,767.4131131,1280.128723
hillary,h7219b,h72,V,hillary:h7219b_V,878.412816,1382.960345
hillary,h7219b,h72,@:,hillary:h7219b_@:,384.7993984,1510.708475
hillary,h7219b,h72,i:,hillary:h7219b_i:,281.8495815,2206.951752
hillary,h7220a,h72,V,hillary:h7220a_V,538.841101,1386.521313
hillary,h7220a,h72,i:,hillary:h7220a_i:,261.5521864,2176.432395
hillary,h7220a,h72,I,hillary:h7220a_I,346.5451188,1385.582797
hillary,h7220a,h72,u:,hillary:h7220a_u:,299.8125788,1587.875909
hillary,h7220a,h72,i:,hillary:h7220a_i:,245.7936342,2270.194021
hillary,h7220b,h72,i:,hillary:h7220b_i:,257.3580227,2230.471163
hillary,h7220b,h72,V,hillary:h7220b_V,748.0095039,1275.074902
hillary,h7220b,h72,o:,hillary:h7220b_o:,338.3158219,781.3243154
hillary,h7220b,h72,i:,hillary:h7220b_i:,282.9856348,2198.475947
hillary,h7220b,h72,A,hillary:h7220b_A,535.236796,1525.538378
hillary,h7220b,h72,A,hillary:h7220b_A,499.6084038,1554.001374
hillary,h7220b,h72,O,hillary:h7220b_O,679.5217041,1024.693111
hillary,h7220b,h72,V,hillary:h7220b_V,838.8990897,1417.247138
hillary,h7220b,h72,o:,hillary:h7220b_o:,402.1032064,807.4555206
hillary,h7220b,h72,O,hillary:h7220b_O,734.9459139,859.7232778
hillary,h7221a,h72,i:,hillary:h7221a_i:,227.7452544,2257.893941
hillary,h7221a,h72,V,hillary:h7221a_V,806.3239411,1308.145047
hillary,h7221a,h72,i:,hillary:h7221a_i:,274.3633367,1920.691973
hillary,h7221a,h72,i:,hillary:h7221a_i:,278.8247916,2096.844658
hillary,h7221a,h72,O,hillary:h7221a_O,759.537953,1101.127083
hillary,h7221a,h72,V,hillary:h7221a_V,922.4337366,1246.70604
hillary,h7221b,h72,A,hillary:h7221b_A,265.8129316,1667.025401
hillary,h7221b,h72,@:,hillary:h7221b_@:,400.2309058,1490.173268
hillary,h7221b,h72,E,hillary:h7221b_E,440.0393057,1570.936638
hillary,h7222a,h72,E,hillary:h7222a_E,335.442557,1597.194628
hillary,h7222a,h72,A,hillary:h7222a_A,609.8673985,1521.289765
hillary,h7222a,h72,o:,hillary:h7222a_o:,417.5514963,820.7347838
hillary,h7222a,h72,i:,hillary:h7222a_i:,276.1091797,2128.265582
hillary,h7222a,h72,I,hillary:h7222a_I,298.0517522,1874.694546
hillary,h7222a,h72,E,hillary:h7222a_E,353.9847546,1679.759679
hillary,h7222a,h72,V,hillary:h7222a_V,661.0430342,1252.90363
hillary,h7222a,h72,E,hillary:h7222a_E,318.18156,2013.360347
hillary,h7222a,h72,i:,hillary:h7222a_i:,265.5073223,2286.866397
hillary,h7222a,h72,u:,hillary:h7222a_u:,236.7270356,1525.312281
hillary,h7222a,h72,o:,hillary:h7222a_o:,380.772597,820.0199936
hillary,h7222a,h72,i:,hillary:h7222a_i:,312.5634717,2198.206949
hillary,h7223a,h72,O,hillary:h7223a_O,432.1524035,996.1226777
hillary,h7223a,h72,A,hillary:h7223a_A,608.0738495,1590.878091
hillary,h7223a,h72,u:,hillary:h7223a_u:,310.6289456,1534.848995
hillary,h7223a,h72,i:,hillary:h7223a_i:,316.5767252,2119.24573
hillary,h7223a,h72,A,hillary:h7223a_A,810.2942599,1584.972562
hillary,h7223a,h72,A,hillary:h7223a_A,758.4601441,1600.617698
hillary,h7223b,h72,i:,hillary:h7223b_i:,294.8267266,2059.716661
hillary,h7223b,h72,E,hillary:h7223b_E,390.8183263,1623.719528
hillary,h7223b,h72,V,hillary:h7223b_V,793.4623179,1356.445766
hillary,h7223b,h72,E,hillary:h7223b_E,302.4290606,1787.471723
hillary,h7223b,h72,V,hillary:h7223b_V,836.006979,1385.208597
hillary,h7223b,h72,V,hillary:h7223b_V,842.5701343,1438.958975
hillary,h7224a,h72,i:,hillary:h7224a_i:,277.7590496,2209.978851
hillary,h7224a,h72,o:,hillary:h7224a_o:,430.6166584,833.6600554
hillary,h7224a,h72,o:,hillary:h7224a_o:,344.3318907,830.736422
hillary,h7224a,h72,@:,hillary:h7224a_@:,430.4326042,1402.402883
hillary,h7224a,h72,A,hillary:h7224a_A,751.8880888,1388.501407
hillary,h7224a,h72,o:,hillary:h7224a_o:,246.0929828,925.5903791
hillary,h7224a,h72,A,hillary:h7224a_A,754.5527854,1453.965284
hillary,h7224b,h72,O,hillary:h7224b_O,563.0658084,1106.133125
hillary,h7224b,h72,O,hillary:h7224b_O,1074.448281,2374.866868
hillary,h7224b,h72,O,hillary:h7224b_O,745.1299662,1105.459008
hillary,h7224b,h72,O,hillary:h7224b_O,1003.862368,2661.652098
hillary,h7224b,h72,O,hillary:h7224b_O,680.2146912,945.8182822
hillary,h7224b,h72,@:,hillary:h7224b_@:,545.9311435,1412.196681
hillary,h7224b,h72,i:,hillary:h7224b_i:,258.696931,2215.329636
hillary,h7224b,h72,O,hillary:h7224b_O,768.3888308,1074.663494
hillary,h7224b,h72,A,hillary:h7224b_A,822.9070252,1594.906812
hillary,h7224b,h72,I,hillary:h7224b_I,334.4581657,1866.248233
hillary,h7225a,h72,i:,hillary:h7225a_i:,326.3852614,2002.707291
hillary,h7225a,h72,E,hillary:h7225a_E,253.7512894,1879.176808
hillary,h7225a,h72,i:,hillary:h7225a_i:,289.7759845,2065.640576
hillary,h7225a,h72,i:,hillary:h7225a_i:,208.9767568,2280.753854
hillary,h7225a,h72,E,hillary:h7225a_E,469.5298818,1686.217322
hillary,h7225a,h72,@:,hillary:h7225a_@:,404.0969236,1474.478543
hillary,h7225a,h72,A,hillary:h7225a_A,589.6922046,1546.947935
hillary,h7225a,h72,V,hillary:h7225a_V,853.4380769,1285.404158
hillary,h7225a,h72,E,hillary:h7225a_E,413.2526215,1603.389834
hillary,h7225a,h72,A,hillary:h7225a_A,769.3737066,1666.46255
hillary,h7225a,h72,u:,hillary:h7225a_u:,327.898492,1591.243465
hillary,h7225b,h72,i:,hillary:h7225b_i:,270.5726538,2275.297898
hillary,h7225b,h72,E,hillary:h7225b_E,247.7330767,1857.793413
hillary,h7225b,h72,i:,hillary:h7225b_i:,272.3142373,2361.076842
hillary,h7225b,h72,O,hillary:h7225b_O,790.3247068,880.0143441
hillary,h7225b,h72,u:,hillary:h7225b_u:,358.1491085,1544.257454
hillary,h7225b,h72,o:,hillary:h7225b_o:,378.5988672,843.3620118
hillary,h7225b,h72,i:,hillary:h7225b_i:,267.762271,2182.387242
hillary,h7225b,h72,A,hillary:h7225b_A,838.9744927,1391.640806
hillary,h7226a,h72,V,hillary:h7226a_V,844.3249038,1280.314636
hillary,h7226a,h72,i:,hillary:h7226a_i:,286.7579896,2186.793593
hillary,h7226a,h72,i:,hillary:h7226a_i:,279.0037516,2207.124429
hillary,h7226a,h72,O,hillary:h7226a_O,614.540591,943.2049634
hillary,h7226a,h72,i:,hillary:h7226a_i:,297.0849305,2143.66678
hillary,h7226a,h72,o:,hillary:h7226a_o:,406.3415981,891.2817204
hillary,h7226a,h72,O,hillary:h7226a_O,891.6739077,1061.696236
hillary,h7226a,h72,O,hillary:h7226a_O,863.6270553,1036.889107
hillary,h7226a,h72,V,hillary:h7226a_V,734.2189464,1199.834508
hillary,h7226a,h72,E,hillary:h7226a_E,585.4525517,1698.878178
hillary,h7226a,h72,E,hillary:h7226a_E,533.6627651,1642.34924
hillary,h7226a,h72,o:,hillary:h7226a_o:,403.1667965,844.6759759
hillary,h7226b,h72,V,hillary:h7226b_V,845.7815811,1315.114463
hillary,h7226b,h72,u:,hillary:h7226b_u:,302.0872525,1580.257327
hillary,h7226b,h72,i:,hillary:h7226b_i:,256.3490065,2210.915364
hillary,h7226b,h72,A,hillary:h7226b_A,857.2064927,1284.206465
hillary,h7226b,h72,E,hillary:h7226b_E,273.2390241,1684.253746
hillary,h7226b,h72,i:,hillary:h7226b_i:,327.2601844,2181.624948
hillary,h7226b,h72,V,hillary:h7226b_V,811.6785103,1373.17513
hillary,h7226b,h72,A,hillary:h7226b_A,688.2030406,1444.519739
hillary,h7227a,h72,A,hillary:h7227a_A,791.8077953,1476.263371
hillary,h7227a,h72,O,hillary:h7227a_O,940.4381346,2439.870034
hillary,h7227a,h72,i:,hillary:h7227a_i:,239.9570458,2163.836385
hillary,h7227a,h72,E,hillary:h7227a_E,283.825412,1638.746363
hillary,h7227a,h72,A,hillary:h7227a_A,759.1211057,1509.213264
hillary,h7227a,h72,i:,hillary:h7227a_i:,281.5113388,2234.432466
hillary,h7227a,h72,i:,hillary:h7227a_i:,321.3183212,2184.034885
hillary,h7227a,h72,i:,hillary:h7227a_i:,233.2811049,2147.65062
hillary,h7227a,h72,o:,hillary:h7227a_o:,366.4234037,810.6050114
hillary,h7227b,h72,i:,hillary:h7227b_i:,350.5911812,1759.675449
hillary,h7227b,h72,i:,hillary:h7227b_i:,283.7862655,2174.658889
hillary,h7227b,h72,i:,hillary:h7227b_i:,321.4369273,2093.158784
hillary,h7227b,h72,V,hillary:h7227b_V,672.3331742,1326.974994
hillary,h7227b,h72,V,hillary:h7227b_V,837.0890806,1436.523207
hillary,h7227b,h72,A,hillary:h7227b_A,752.3759832,1422.919044
hillary,h7227b,h72,A,hillary:h7227b_A,715.5337896,1471.002607
hillary,h7227b,h72,u:,hillary:h7227b_u:,318.4491117,1666.235357
hillary,h7227b,h72,V,hillary:h7227b_V,837.0018142,1374.204952
hillary,h7228a,h72,i:,hillary:h7228a_i:,281.3658237,2259.897106
hillary,h7228a,h72,@:,hillary:h7228a_@:,700.8995552,1420.417746
hillary,h7228a,h72,E,hillary:h7228a_E,283.3147028,1659.110564
hillary,h7228a,h72,O,hillary:h7228a_O,636.0941196,1066.059429
hillary,h7228a,h72,i:,hillary:h7228a_i:,283.7539863,2140.339282
hillary,h7228a,h72,a:,hillary:h7228a_a:,799.2389515,1393.29622
hillary,h7228a,h72,V,hillary:h7228a_V,744.4050064,1201.423745
hillary,h7228a,h72,i:,hillary:h7228a_i:,291.1747897,2121.195975
hillary,h7228a,h72,E,hillary:h7228a_E,409.5051737,1582.165357
hillary,h7228b,h72,E,hillary:h7228b_E,592.004922,1682.97444
